year,month,day,weather-event,tempC-high,tempC-avg,tempC-low,dewpoint-high,dewpoint-avg,dewpoint-low,humidity-perc-high,humidity-perc-avg,humidity-perc-low,sealevelpress-high,sealevelpress-avg,sealevelpress-low,visibilty-km-high,visibilty-km-avg,visibilty-km-low,wind-km-h-high,wind-km-h-avg,precipitation-mm-high,precipitation-mm-sum
2017,9,13,,32,24,17,15,9,0,82,46,13,1023,1020,1018,9,6,5,27,16,-,0.00
2017,9,14,,33,24,17,10,8,3,59,35,15,1022,1020,1018,9,8,6,23,13,-,0.00
2017,9,15,,33,26,18,14,8,3,60,34,15,1023,1020,1018,9,7,6,26,11,-,0.00
2017,9,16,,33,24,17,15,10,2,83,48,14,1023,1020,1018,8,6,4,32,19,50,0.00
2017,9,17,,33,26,18,16,10,1,78,46,14,1022,1020,1018,8,7,5,26,14,-,0.00
2017,9,18,,31,23,17,17,14,8,88,60,24,1023,1021,1018,8,7,4,26,18,-,0.00
2017,9,19,,31,23,17,16,12,3,83,55,18,1023,1021,1019,10,7,4,27,18,-,0.00
2017,9,20,,31,23,17,15,12,6,77,54,21,1023,1021,1019,10,8,5,26,19,-,0.00
2017,9,21,,31,23,16,15,11,6,88,50,21,1023,1021,1018,10,8,4,24,16,-,0.00
2017,9,22,,31,23,17,10,8,5,63,38,21,1022,1020,1017,8,8,8,21,11,-,0.00
2017,9,23,,31,23,17,16,9,5,73,44,19,1022,1019,1017,10,9,8,32,13,-,0.00
2017,9,24,,28,23,18,15,14,12,77,60,37,1022,1020,1018,8,8,8,37,27,-,0.00
2017,9,25,,29,23,17,14,12,3,77,58,19,1023,1021,1018,9,7,4,32,23,-,0.00
2017,9,26,,29,22,15,15,12,8,82,58,27,1020,1018,1016,10,8,6,29,19,-,0.00
2017,9,27,,32,23,16,14,11,7,88,49,21,1018,1016,1013,9,7,4,21,16,-,0.00
2017,9,28,,32,26,19,16,13,10,78,53,26,1020,1018,1015,10,9,6,45,14,55,0.00
2017,9,29,"Rain , Thunderstorm",27,22,18,17,15,13,94,72,48,1020,1017,1014,10,7,4,39,26,48,0.00
2017,9,30,"Rain , Thunderstorm",22,19,17,18,17,15,100,88,64,1014,1011,1009,10,7,1,26,14,-,0.00
